IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6017;DISP_Q117;DISP_MED17;DISP_Q317;DISP_EQ17;DISP_D117;DISP_D217;DISP_D317;DISP_D417;DISP_D617;DISP_D717;DISP_D817;DISP_D917;DISP_RD17;DISP_S80S2017;DISP_GI17;DISP_PACT17;DISP_PTSA17;DISP_PCHO17;DISP_PBEN17;DISP_PPEN17;DISP_PPAT17;DISP_PPSOC17;DISP_PPFAM17;DISP_PPMINI17;DISP_PPLOGT17;DISP_PIMPOT17;DISP_NOTE17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920780101;C. de Gaulle;92078;Villeneuve-la-Garenne;31,6;11850;15320;19480;0,50;9120;11050;12460;13710;16350;18370;20680;24390;2,7;3,0;0,21;73,9;;;;20,2;2,3;14,2;5,8;5,0;3,4;-10,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920780102;J. Moulin;92078;Villeneuve-la-Garenne;17,4;14220;18920;24550;0,55;10840;13140;15280;17250;20980;23000;26190;29670;2,7;3,1;0,22;78,3;73,5;3,5;1,3;23,7;2,8;9,0;3,8;2,9;2,3;-13,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920780103;A. Sisley;92078;Villeneuve-la-Garenne;13,2;16140;21820;30930;0,68;11500;14740;17740;19700;25010;28160;33560;41150;3,6;4,3;0,29;89,7;83,1;4,4;2,2;18,6;5,9;5,4;2,6;1,6;1,2;-19,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920780104;Chaillon;92078;Villeneuve-la-Garenne;28,1;12140;16330;21760;0,59;9090;10970;12910;14740;18010;20480;22980;27970;3,1;3,5;0,24;75,5;68,8;4,9;1,8;20,1;3,7;12,8;5,5;4,0;3,3;-12,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920780105;Saint-Éxupéry;92078;Villeneuve-la-Garenne;32,1;11630;15190;19270;0,50;8940;11050;12380;13770;16530;18000;20260;23640;2,6;3,0;0,21;73,1;67,1;5,6;0,4;17,1;2,2;17,4;7,3;5,5;4,6;-9,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920780106;Jean Jaures;92078;Villeneuve-la-Garenne;30,5;11870;15750;20370;0,54;9100;11100;12500;14240;17140;19430;21410;25050;2,8;3,2;0,23;77,0;71,6;4,7;0,7;17,8;2,1;14,2;5,1;4,8;4,3;-11,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920780107;Bd Gallieni;92078;Villeneuve-la-Garenne;24,9;12700;16940;23530;0,64;9290;11570;13870;15230;18880;21450;25350;30680;3,3;3,9;0,27;73,8;68,0;4,1;1,7;23,6;5,7;10,6;4,7;3,4;2,5;-13,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920780108;E. Manet;92078;Villeneuve-la-Garenne;23,5;12910;16530;21510;0,52;9930;12020;13910;15080;18570;20310;22900;26110;2,6;2,9;0,21;79,8;73,4;5,6;0,8;17,7;2,1;12,3;5,3;3,6;3,4;-11,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920780109;G. Appert;92078;Villeneuve-la-Garenne;18,6;14070;17680;22690;0,49;10660;12950;14930;16600;19460;21660;24340;29520;2,8;3,2;0,23;71,8;66,7;4,3;0,8;26,7;4,2;10,4;4,8;3,1;2,5;-13,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920780110;A. Malraux;92078;Villeneuve-la-Garenne;27,4;12300;17310;23760;0,66;9330;11620;13000;15050;19930;22300;25270;31330;3,4;4,0;0,27;77,3;70,2;4,7;2,4;23,7;3,8;10,0;4,4;3,0;2,6;-14,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010101;Robespierre;93001;Aubervilliers;40,0;10500;14020;19730;0,66;8070;9650;11280;12670;16060;18500;21530;25400;3,1;3,9;0,27;69,6;63,0;4,1;2,5;22,2;2,9;17,2;5,5;7,1;4,6;-11,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010201;Peri;93001;Aubervilliers;41,4;9720;13790;19770;0,73;7180;9010;10530;12470;15570;18130;21860;28500;4,0;5,0;0,31;69,2;62,1;5,3;1,8;22,7;7,5;14,6;3,3;6,9;4,4;-14,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010202;Montfort;93001;Aubervilliers;40,2;10110;14500;21010;0,75;6880;9240;11020;12640;16850;19610;23390;30330;4,4;5,3;0,32;72,4;64,8;4,4;3,2;23,5;7,1;12,1;3,4;5,3;3,4;-15,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010302;Emile Dubois;93001;Aubervilliers;44,1;9950;13310;17290;0,55;7440;9350;10700;12200;14780;16230;18460;22150;3,0;3,5;0,24;70,1;64,4;5,6;0,1;16,3;3,0;20,7;6,4;8,1;6,2;-10,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010303;Long Sentier;93001;Aubervilliers;43,2;10280;13590;18230;0,58;7950;9640;11000;12170;15200;17230;20510;26120;3,3;3,9;0,27;75,9;68,6;5,8;1,5;15,3;2,7;18,4;6,8;6,6;5,0;-12,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010304;Maladrerie;93001;Aubervilliers;50,8;9670;12540;16820;0,57;7050;9190;10300;11320;13820;15580;17830;23090;3,3;3,8;0,26;67,3;60,5;5,2;1,6;17,8;2,3;23,3;7,9;8,9;6,5;-10,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010401;La Frette;93001;Aubervilliers;44,0;10570;13480;17990;0,55;8080;9850;11270;12290;15070;16850;19390;23090;2,9;3,2;0,23;68,6;62,7;5,5;0,4;18,1;1,8;21,3;6,7;8,5;6,1;-9,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010402;Valles;93001;Aubervilliers;39,4;10830;14130;18850;0,57;8450;10220;11480;12760;15700;17680;20110;24060;2,8;3,4;0,24;71,2;65,1;4,7;1,4;18,8;2,7;18,1;5,6;7,5;5,0;-10,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010501;Melezes;93001;Aubervilliers;46,4;9600;13190;19280;0,73;7120;9040;10430;11800;15160;17900;21070;25200;3,5;4,1;0,28;71,7;65,5;4,8;1,4;17,7;3,5;18,7;5,8;6,7;6,2;-11,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010502;Presles;93001;Aubervilliers;38,8;10740;14090;19270;0,61;7610;9930;11520;12760;16090;18230;20800;26100;3,4;4,0;0,27;81,0;73,5;5,0;2,5;13,9;2,8;15,1;5,4;5,5;4,2;-12,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010503;Paul Bert;93001;Aubervilliers;43,6;9990;13560;19320;0,69;6500;9140;10720;12110;15670;17880;21210;26910;4,1;4,8;0,30;82,8;75,6;5,3;1,9;12,5;3,1;15,0;4,9;5,4;4,7;-13,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010601;Fusains;93001;Aubervilliers;41,5;10190;14050;19130;0,64;7130;9480;11020;12430;15750;17930;20400;25990;3,6;4,2;0,28;78,9;70,9;6,4;1,6;15,2;3,3;15,3;4,9;5,5;4,9;-12,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010602;Quatre-Chemins;93001;Aubervilliers;48,9;9300;12840;18100;0,69;6350;8510;9860;11430;14340;16520;19330;24040;3,8;5,0;0,31;83,1;76,3;5,1;1,7;12,2;5,5;13,1;4,0;5,1;4,0;-13,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010603;Condorcet;93001;Aubervilliers;49,7;9080;12690;18640;0,75;5830;8100;9760;11350;14750;17550;20280;26350;4,5;5,6;0,32;85,0;76,6;5,6;2,8;9,8;4,3;13,9;3,7;6,1;4,1;-13,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010701;Sadi Carnot;93001;Aubervilliers;42,2;10180;14060;19680;0,68;7040;9490;11000;12300;15980;18430;21420;24980;3,5;4,1;0,27;70,7;63,7;4,6;2,4;25,3;3,9;12,5;3,4;5,8;3,3;-12,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010801;Pariferic;93001;Aubervilliers;47,5;9250;13060;17380;0,62;7050;8640;10000;11560;14540;16240;19130;24200;3,4;4,3;0,28;73,4;64,4;6,0;3,0;18,3;2,7;17,5;4,3;7,8;5,4;-11,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010802;Villette;93001;Aubervilliers;47,2;9880;13090;17400;0,57;7490;9270;10440;11860;14550;16070;18670;22390;3,0;3,7;0,26;72,5;66,5;4,9;1,1;18,4;4,6;16,0;4,5;6,4;5,1;-11,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010901;Centre Ville;93001;Aubervilliers;37,4;10440;14670;20730;0,70;8070;9860;11480;13010;16690;19270;22520;28170;3,5;4,4;0,29;78,9;71,2;5,7;2,0;18,0;4,7;12,7;4,4;4,6;3,7;-14,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010902;Roosevelt;93001;Aubervilliers;40,6;10320;14290;19920;0,67;7000;9480;11090;12600;16090;18560;21530;27100;3,9;4,8;0,30;80,4;70,5;5,9;4,0;14,4;4,8;14,2;4,6;5,4;4,2;-13,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930010903;Mairie;93001;Aubervilliers;42,2;9950;14280;20980;0,77;7150;9040;10660;12200;16610;19560;22520;29610;4,1;5,1;0,32;75,0;66,7;5,3;3,0;20,0;6,5;13,4;3,7;5,5;4,2;-14,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930011001;Lenine;93001;Aubervilliers;48,3;9780;12960;18390;0,66;7080;9060;10440;11760;14740;17140;19760;24420;3,5;4,2;0,27;76,5;69,2;6,2;1,1;14,4;2,7;17,9;5,7;7,0;5,2;-11,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930011002;Firmin Gemier;93001;Aubervilliers;33,6;11080;15330;21300;0,67;8660;10380;11980;13610;17410;19730;22590;26810;3,1;3,7;0,26;69,2;63,2;5,5;0,5;25,9;3,9;13,7;4,4;4,9;4,4;-12,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930011101;Pressense;93001;Aubervilliers;39,4;10770;14500;20150;0,65;7430;9690;11660;12730;16400;19040;21960;26410;3,6;4,2;0,28;84,2;75,8;5,3;3,1;8,7;3,1;16,6;6,1;5,5;5,0;-12,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930011102;Landy;93001;Aubervilliers;43,1;9930;13480;18760;0,66;6820;9020;10630;12250;15090;17180;20560;26950;3,9;4,9;0,30;84,5;77,3;4,8;2,4;8,8;3,5;16,2;5,7;5,6;4,9;-13,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930011201;Victor Hugo;93001;Aubervilliers;37,5;10490;15100;22150;0,77;7610;9530;11410;13040;17350;20240;24400;29900;3,9;4,8;0,30;81,4;74,7;4,6;2,1;16,5;4,3;12,3;4,2;4,6;3,5;-14,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930011202;Zone Industrielle;93001;Aubervilliers;74,1;5410;8020;12950;0,94;3740;4650;5920;6780;9590;11140;14620;18790;5,0;6,6;0,37;81,5;74,0;4,2;3,3;11,1;1,7;16,2;5,3;5,6;5,3;-10,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930011203;Magasins Generaux;93001;Aubervilliers;37,9;10240;14620;24380;0,97;7130;9700;10820;13080;17240;21170;27410;34430;4,8;5,8;0,35;94,8;86,3;4,1;4,4;5,3;6,3;10,4;3,1;3,6;3,7;-16,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050101;Fontaine des Pres 1;93005;Aulnay-sous-Bois;30,8;12020;15670;21070;0,58;9330;11200;12590;13680;17070;19430;22380;26980;2,9;3,3;0,24;71,7;64,2;5,8;1,7;19,4;2,7;17,2;6,7;6,2;4,3;-11,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050102;Fontaine des Pres 2;93005;Aulnay-sous-Bois;15,0;15300;21120;27860;0,59;11750;14120;16680;19030;23800;26350;30250;35780;3,0;3,5;0,24;78,6;71,3;3,9;3,4;24,9;6,7;6,3;3,5;1,8;1,0;-16,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050103;Fontaine des Pres 3;93005;Aulnay-sous-Bois;13,8;17440;24460;31980;0,59;10670;15670;18800;21620;27070;30200;34290;41530;3,9;4,5;0,28;78,4;71,5;3,3;3,6;29,1;8,5;3,7;1,8;1,3;0,6;-19,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050202;Nord 2;93005;Aulnay-sous-Bois;40,5;10800;13660;17640;0,50;8600;10270;11480;12540;14730;16480;18650;21580;2,5;2,9;0,21;69,5;61,8;6,8;0,9;12,2;1,3;25,5;10,0;8,7;6,8;-8,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050203;Nord 3;93005;Aulnay-sous-Bois;20,1;13520;17400;22510;0,52;9830;12640;14210;15560;19000;21200;24300;28490;2,9;3,2;0,23;73,4;68,0;3,7;1,7;23,0;3,2;12,8;5,6;4,3;2,9;-12,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050204;Nord 4;93005;Aulnay-sous-Bois;36,9;11320;14270;17730;0,45;8980;10550;11870;13050;15550;16760;18640;21370;2,4;2,6;0,19;65,6;58,3;6,9;0,4;16,2;1,5;24,8;8,7;8,5;7,6;-8,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050206;Nord 6;93005;Aulnay-sous-Bois;37,1;11260;14220;18130;0,48;9050;10560;12010;13000;15700;17330;19260;22830;2,5;2,9;0,21;66,0;59,4;6,1;0,5;18,9;2,1;22,0;8,7;7,1;6,2;-9,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050207;Nord 7;93005;Aulnay-sous-Bois;37,7;9700;14580;19180;0,65;5810;8330;11150;13090;15960;18000;20860;24520;4,2;5,1;0,29;73,1;63,3;5,4;4,4;21,7;2,5;14,3;5,8;4,8;3,7;-11,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050208;Nord 8;93005;Aulnay-sous-Bois;36,6;10990;14070;18140;0,51;9090;10280;11690;13040;15260;17160;19500;23080;2,5;2,8;0,21;77,1;;;;9,7;1,3;21,6;9,3;6,0;6,3;-9,7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050209;Nord 9;93005;Aulnay-sous-Bois;30,8;11620;15250;19720;0,53;9080;10660;12470;13720;16740;18700;20860;24610;2,7;3,0;0,22;71,9;66,0;5,2;0,7;17,2;1,7;19,3;7,8;5,8;5,7;-10,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050301;Nonneville 1;93005;Aulnay-sous-Bois;18,7;14340;20530;27930;0,66;10190;13070;15500;17990;23280;26160;30350;36490;3,6;4,6;0,30;75,7;67,2;2,9;5,6;27,7;8,7;6,1;2,8;1,9;1,4;-18,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050302;Nonneville 2;93005;Aulnay-sous-Bois;13,4;17470;24210;33630;0,67;11160;14850;18830;22010;27620;31540;36350;45650;4,1;5,0;0,30;79,9;73,5;2,7;3,7;27,7;10,2;3,2;1,6;0,9;0,7;-21,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050303;Nonneville 3;93005;Aulnay-sous-Bois;16,8;15380;21960;29090;0,62;10450;14030;16310;18720;24600;27450;31320;37530;3,6;4,6;0,29;77,9;70,8;3,1;4,0;25,4;10,3;4,9;2,3;1,6;1,0;-18,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050304;Nonneville 4;93005;Aulnay-sous-Bois;17,4;15410;23320;29900;0,62;10740;13430;16950;20090;25820;28360;32450;38860;3,6;4,3;0,27;79,0;71,8;3,1;4,1;25,9;8,1;5,2;2,7;1,9;0,6;-18,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050401;Parc 1;93005;Aulnay-sous-Bois;17,8;15150;22450;29990;0,66;10190;13450;16930;19600;25130;28470;32040;38720;3,8;4,8;0,29;79,0;72,1;2,9;4,0;26,8;8,0;5,0;1,7;1,8;1,5;-18,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050402;Parc 2;93005;Aulnay-sous-Bois;11,5;17720;25670;34090;0,64;11610;15950;19920;22730;28800;32220;35790;43040;3,7;4,6;0,29;83,0;75,0;2,6;5,4;23,6;9,8;3,6;1,7;1,2;0,7;-20,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050403;Parc 3;93005;Aulnay-sous-Bois;14,4;16400;22960;31100;0,64;11370;14830;17740;20290;26210;29270;34090;42870;3,8;4,6;0,29;83,7;77,0;3,4;3,3;22,5;8,4;4,3;2,2;1,3;0,8;-18,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050501;Emile Zola 1;93005;Aulnay-sous-Bois;20,8;13440;19260;27580;0,73;10190;12590;14680;16800;22000;25250;29700;37510;3,7;4,5;0,30;81,6;74,7;3,8;3,1;19,7;6,5;8,7;3,6;2,8;2,3;-16,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050502;Emile Zola 2;93005;Aulnay-sous-Bois;19,8;14420;21630;29700;0,71;9820;12720;16110;19440;24870;27550;32020;38340;3,9;4,7;0,29;79,0;72,7;3,7;2,6;25,6;8,0;5,5;2,4;2,1;1,0;-18,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050503;Emile Zola 3;93005;Aulnay-sous-Bois;12,9;16720;22790;31510;0,65;11270;15260;18060;20450;25930;29050;33400;39050;3,5;4,4;0,28;77,2;69,2;2,9;5,1;28,2;10,2;4,4;2,0;1,6;0,8;-20,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050601;Bourg 1;93005;Aulnay-sous-Bois;25,2;12580;18080;23650;0,61;9100;11660;13380;15980;20300;22380;25950;32390;3,6;4,1;0,28;75,1;68,4;4,1;2,6;24,6;5,7;9,3;4,3;3,2;1,8;-14,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050602;Bourg 2;93005;Aulnay-sous-Bois;18,5;13830;20500;26760;0,63;10270;13080;14870;17270;22690;25310;28460;34280;3,3;3,9;0,26;77,3;71,6;3,1;2,6;24,7;6,5;7,3;3,5;2,5;1,3;-15,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050603;Bourg 3;93005;Aulnay-sous-Bois;18,3;14860;19640;26800;0,61;9230;13380;15720;17830;21480;24890;28860;34850;3,8;4,0;0,26;77,2;70,4;3,8;3,0;26,2;5,7;6,5;3,0;2,2;1,3;-15,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050604;Bourg 4;93005;Aulnay-sous-Bois;20,8;13770;18760;23980;0,54;9480;12370;14900;17130;20880;23010;25960;31210;3,3;3,7;0,25;70,6;64,4;4,2;2,0;28,5;5,8;8,7;3,2;3,6;1,9;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050701;Gros Saule 1;93005;Aulnay-sous-Bois;21,7;13150;16710;22390;0,55;9620;12470;13690;15210;18840;21260;23210;28560;3,0;3,3;0,23;76,7;;;;19,6;2,7;13,2;6,2;4,6;2,4;-12,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050702;Gros Saule 2;93005;Aulnay-sous-Bois;30,9;11660;15250;19420;0,51;9730;10940;12470;13700;16560;18200;20350;24350;2,5;3,0;0,21;74,5;;;;14,4;1,8;19,5;8,7;5,9;4,9;-10,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050703;Gros Saule 3;93005;Aulnay-sous-Bois;44,0;10090;13500;17930;0,58;6640;9310;10830;12260;15060;16800;19470;23310;3,5;3,9;0,26;73,1;65,6;6,4;1,1;15,0;1,4;20,3;8,2;6,6;5,5;-9,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050801;Ambourget 1;93005;Aulnay-sous-Bois;38,0;11040;14630;19660;0,59;8560;10350;11680;13050;16120;18360;21450;26150;3,1;3,5;0,25;76,1;70,1;4,5;1,5;14,5;2,6;17,9;8,0;5,8;4,1;-11,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050802;Ambourget 2;93005;Aulnay-sous-Bois;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050803;Ambourget 3;93005;Aulnay-sous-Bois;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050804;Ambourget 4;93005;Aulnay-sous-Bois;32,5;11500;15070;19680;0,54;8950;10780;12400;13750;16530;18540;20620;24350;2,7;3,3;0,24;69,4;61,5;5,5;2,4;21,0;2,7;17,3;6,9;6,1;4,3;-10,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050805;Ambourget 5;93005;Aulnay-sous-Bois;43,0;9680;13680;18920;0,68;6880;9030;10350;12190;15440;17840;20240;24800;3,6;4,1;0,27;72,1;65,8;5,3;1,0;19,8;2,0;16,6;4,2;7,7;4,7;-10,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050901;Anatole France 1;93005;Aulnay-sous-Bois;14,0;16440;22640;30860;0,64;10720;14980;17770;20600;24850;28270;33270;40210;3,8;4,2;0,27;81,8;75,7;2,8;3,3;24,3;8,1;4,2;2,2;1,2;0,8;-18,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930050902;Anatole France 2;93005;Aulnay-sous-Bois;18,1;14570;21300;28430;0,65;9760;13330;16010;18590;23460;26730;30780;37380;3,8;4,4;0,28;82,1;75,7;3,5;2,9;22,3;7,7;5,6;2,6;1,8;1,2;-17,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
