IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6018;DISP_Q118;DISP_MED18;DISP_Q318;DISP_EQ18;DISP_D118;DISP_D218;DISP_D318;DISP_D418;DISP_D618;DISP_D718;DISP_D818;DISP_D918;DISP_RD18;DISP_S80S2018;DISP_GI18;DISP_PACT18;DISP_PTSA18;DISP_PCHO18;DISP_PBEN18;DISP_PPEN18;DISP_PPAT18;DISP_PPSOC18;DISP_PPFAM18;DISP_PPMINI18;DISP_PPLOGT18;DISP_PIMPOT18;DISP_NOTE18
060883101;Spagnol-Sainte Marguerite;06088;Nice;9,3;19030;25390;34170;0,60;13380;17480;20450;23000;28610;32000;36580;44460;3,3;4,2;0,284;92,3;81,9;3,1;7,3;17,2;9,9;3,1;1,3;1,1;0,7;-22,5;0
060883102;Parc des Sports;06088;Nice;10,5;17290;23080;28810;0,50;12710;15960;18530;20760;25150;27390;30780;37590;3,0;3,6;0,242;87,7;80,3;3,3;4,1;18,5;7,0;5,2;2,1;1,9;1,2;-18,4;0
060883201;Fabron-Terron-Archet;06088;Nice;10,4;19420;26490;37300;0,67;12860;17630;20870;23430;29580;34340;41740;55340;4,3;5,7;0,340;86,4;72,2;2,4;11,8;22,2;15,8;2,3;0,9;1,0;0,4;-26,7;0
060883202;Saint-Antoine Ginestiere;06088;Nice;;20930;28330;38160;0,61;15660;19590;22440;25630;31670;35970;41690;53400;3,4;4,5;0,298;84,9;67,5;2,1;15,3;24,5;14,6;1,8;0,8;0,7;0,3;-25,8;0
060883301;Lingostiere-Saint Isidore;06088;Nice;30,0;11980;19080;27540;0,82;8990;11410;13050;16300;21960;25270;29760;38380;4,3;5,9;0,348;73,0;64,1;3,2;5,7;19,4;14,1;12,9;1,3;8,0;3,6;-19,4;0
060883401;Bellet-Magnan;06088;Nice;15,0;16020;21960;29630;0,62;11710;14660;17130;19740;24470;27680;31900;39630;3,4;4,3;0,285;84,2;74,4;4,3;5,5;20,2;10,3;5,0;2,0;1,8;1,2;-19,7;0
060883402;Madeleine-Nicolai;06088;Nice;20,8;13900;19460;25140;0,58;10090;12900;15250;17350;21370;23450;26730;31500;3,1;3,7;0,251;72,8;66,6;3,6;2,6;28,1;6,3;8,2;3,2;3,0;2,0;-15,4;0
060883403;Madeleine Superieure;06088;Nice;22,5;13440;17830;24330;0,61;9940;12350;14300;16000;20560;23180;26170;31470;3,2;3,8;0,261;72,9;66,0;4,2;2,7;26,6;6,1;9,2;2,9;4,0;2,3;-14,8;0
060883501;Cremat-Bellet;06088;Nice;8,3;19900;28280;38170;0,65;13920;18330;21550;24620;31760;35690;41830;56380;4,0;5,4;0,336;83,3;66,7;1,9;14,7;22,7;18,0;1,7;0,9;0,5;0,3;-25,7;0
060883601;Saint-Pierre de Feric;06088;Nice;9,0;18590;25390;33920;0,60;13800;17130;20150;22800;28230;31860;36550;46860;3,4;4,3;0,285;81,8;68,8;2,7;10,3;25,6;12,0;2,8;1,1;1,1;0,6;-22,2;0
060883602;Costiere;06088;Nice;;19100;24840;32310;0,53;14240;17940;20400;22720;27220;30330;34500;42900;3,0;4,0;0,279;81,4;70,2;2,8;8,4;26,2;11,0;2,8;1,2;1,1;0,5;-21,4;0
060883701;Saint-Pancrace-Pessicart;06088;Nice;7,7;20110;27200;36870;0,62;14410;18400;21490;24310;29860;33910;40560;54280;3,8;5,7;0,358;75,8;59,9;2,2;13,7;24,6;25,0;2,0;0,8;0,8;0,4;-27,4;0
060883801;Gairaut;06088;Nice;;22800;31780;50360;0,87;16840;20740;24520;27930;36800;42980;55790;83600;5,0;6,5;0,384;81,4;56,9;2,0;22,5;27,1;23,5;1,1;0,5;0,4;0,2;-33,1;0
061040101;Carnoles;06104;Roquebrune-Cap-Martin;15,4;15930;22250;29280;0,60;10770;14550;17250;19590;24620;27600;31540;39750;3,7;4,8;0,299;66,3;61,5;2,5;2,3;37,7;12,5;3,1;0,5;1,7;0,9;-19,6;0
061040102;Cap Martin;06104;Roquebrune-Cap-Martin;13,4;16500;23550;32660;0,69;11600;15160;18000;20730;26790;30720;35050;45790;3,9;5,2;0,323;79,0;70,8;2,9;5,3;27,7;12,4;2,7;0,8;1,3;0,6;-21,8;0
061040103;Cabbe-Saint-Roman;06104;Roquebrune-Cap-Martin;15,3;16470;24550;35470;0,77;10410;14770;18190;21230;28350;32770;37630;51000;4,9;6,2;0,342;79,1;70,5;2,6;6,0;28,1;14,9;2,2;0,5;1,2;0,5;-24,3;0
061040104;Village-Cros de Caste-Coupiere-Mont Gros;06104;Roquebrune-Cap-Martin;10,7;19360;27430;37050;0,64;12740;17920;20880;24090;30450;34480;40940;49460;3,9;5,2;0,313;84,2;74,8;2,9;6,5;26,6;11,8;1,8;0,6;0,8;0,4;-24,4;0
061040105;Val de Gorbio;06104;Roquebrune-Cap-Martin;10,0;17510;24130;32100;0,60;13030;16130;18630;21230;26850;30060;34820;43860;3,4;4,3;0,289;80,0;70,5;3,1;6,4;27,8;11,4;2,6;0,7;1,2;0,7;-21,8;0
061230102;Les Paluds;06123;Saint-Laurent-du-Var;13,5;17070;22920;30420;0,58;11850;15660;18590;20670;25690;28850;32650;40580;3,4;4,9;0,314;56,4;49,4;3,1;3,9;41,3;21,4;2,8;0,6;1,4;0,8;-21,9;0
061230103;Les Pomarels;06123;Saint-Laurent-du-Var;13,9;16680;23010;29590;0,56;11800;15530;17990;20500;25130;27660;31180;37760;3,2;3,8;0,254;71,0;64,8;3,2;3,0;32,4;11,3;3,8;1,3;1,6;0,9;-18,5;0
061230104;Les Galinieres;06123;Saint-Laurent-du-Var;8,8;18610;24670;31280;0,51;13440;17110;19870;22210;26770;29600;33610;41970;3,1;3,8;0,259;74,2;63,7;2,6;7,9;32,1;11,5;3,0;1,0;1,4;0,6;-20,8;0
061230105;Les Condamines;06123;Saint-Laurent-du-Var;19,5;14000;18800;23690;0,52;10510;13170;15150;17090;20560;22630;25080;29400;2,8;3,3;0,230;64,0;57,5;3,7;2,8;35,3;5,4;9,4;2,7;4,4;2,3;-14,1;0
061230106;Les Jaquons;06123;Saint-Laurent-du-Var;10,6;18020;23680;30070;0,51;12810;16690;19460;21770;25850;28700;32120;38790;3,0;3,6;0,244;72,0;64,3;2,9;4,8;33,8;9,7;3,5;1,3;1,4;0,8;-19,0;0
061230107;Centre Ville;06123;Saint-Laurent-du-Var;15,8;15360;20420;25670;0,50;11400;14350;16490;18410;22070;24370;26940;31530;2,8;3,3;0,233;74,1;67,9;3,5;2,7;27,8;8,0;6,5;2,1;2,8;1,6;-16,4;0
061230108;Les Plans;06123;Saint-Laurent-du-Var;;18760;24010;31290;0,52;14060;17360;19980;22010;26400;29030;33850;40710;2,9;3,6;0,253;76,8;69,3;3,1;4,4;29,9;10,3;2,8;1,0;1,1;0,7;-19,8;0
061230109;Les Rascas-Les Pugets;06123;Saint-Laurent-du-Var;9,7;17790;22540;28100;0,46;13210;16540;18700;20630;24590;26800;29400;34300;2,6;3,0;0,210;81,3;74,1;3,4;3,8;25,2;5,8;4,6;2,0;1,6;1,0;-16,9;0
061230110;Tuiliere-La Tour-Les Iscles-Les Crottes;06123;Saint-Laurent-du-Var;7,5;19540;25900;33690;0,55;14180;18220;21020;23300;28870;32040;36340;46310;3,3;4,1;0,280;77,9;67,5;2,9;7,5;25,4;15,9;2,7;1,2;1,0;0,5;-21,9;0
061230111;Le Grimond-Plateaux Fleuris-Valliere;06123;Saint-Laurent-du-Var;6,1;21350;27930;37050;0,56;15680;19900;22650;25380;30920;35010;39530;49510;3,2;4,0;0,275;81,5;72,9;3,1;5,5;24,8;15,8;1,9;0,8;0,8;0,3;-24,0;0
061490101;La Plana;06149;La Trinité;11,7;16150;20920;26320;0,49;12550;15200;17080;18950;22960;25180;27360;32660;2,6;3,0;0,218;75,4;69,1;2,3;4,0;29,0;6,3;5,6;2,6;1,9;1,1;-16,3;0
061490102;Centre;06149;La Trinité;11,6;16440;21380;27200;0,50;12300;15470;17620;19400;23710;26040;28490;32570;2,6;3,1;0,224;68,6;62,5;2,6;3,5;34,9;7,7;5,0;2,1;1,7;1,2;-16,2;0
061490103;Le Rostit;06149;La Trinité;12,8;16610;21910;27910;0,52;12450;15420;17780;20150;24050;26460;29870;36090;2,9;3,4;0,236;73,5;68,1;2,5;2,9;30,2;8,9;4,8;2,0;1,8;1,0;-17,4;0
061490104;Laghet-Périphérie;06149;La Trinité;14,4;16140;21090;27400;0,53;11810;14780;17340;19240;23530;26030;29200;34920;3,0;3,5;0,241;81,0;72,6;3,4;5,0;22,8;7,8;5,9;2,2;2,6;1,1;-17,5;0
061520101;Le Village;06152;Valbonne;;18340;26890;38850;0,76;12000;16720;20220;23200;31520;35950;43970;54290;4,5;5,7;0,334;88,5;76,6;2,6;9,3;18,8;14,8;2,6;1,2;0,9;0,5;-24,7;0
061520102;Écarts Sud;06152;Valbonne;;22100;31560;43160;0,67;15040;19760;24360;28110;35380;40440;46200;57870;3,8;5,0;0,314;89,1;80,6;2,6;5,9;17,6;16,2;2,0;1,0;0,6;0,4;-24,9;0
061520103;Garbejaire-Haut Sartoux;06152;Valbonne;12,5;16590;22500;29590;0,58;12030;15210;17810;20340;25250;28000;31630;37960;3,2;3,7;0,251;90,3;84,2;3,5;2,6;15,8;4,8;6,2;2,8;1,9;1,5;-17,1;0
061520104;Ile Verte-Nord-Est;06152;Valbonne;;22410;30510;41900;0,64;15930;20310;24190;27490;34730;39360;44890;55550;3,5;4,5;0,291;93,3;84,8;2,6;5,9;16,2;12,9;2,0;1,0;0,7;0,3;-24,4;0
061550101;Les Impiniers-Font de Cine-Vaucontrade;06155;Vallauris;8,0;19480;25750;35370;0,62;14170;17930;21090;23510;29090;33230;38190;46750;3,3;4,2;0,285;77,2;66,6;2,5;8,1;25,3;16,8;2,9;1,5;0,9;0,5;-22,2;0
061550102;Subreville-La Fuont;06155;Vallauris;37,6;11310;14930;19230;0,53;9140;10680;12010;13510;16530;18480;20320;22950;2,5;2,7;0,206;63,8;;;;22,3;2,3;21,1;6,2;9,8;5,1;-9,5;0
061550103;Les Issarts;06155;Vallauris;33,3;11620;16260;22160;0,65;8520;10870;12290;14050;18350;20890;24720;30510;3,6;4,5;0,299;69,7;60,1;5,2;4,4;22,4;9,8;12,4;2,8;6,3;3,3;-14,3;0
061550104;Vallauris Centre;06155;Vallauris;22,0;13680;18050;23380;0,54;9760;12640;14530;16300;20030;22190;24870;30150;3,1;3,5;0,244;79,7;71,1;5,1;3,5;20,3;5,6;9,2;3,3;3,5;2,4;-14,8;0
061550105;Riquebonne-Ferratone-Pizou;06155;Vallauris;19,9;14060;19950;27880;0,69;10670;13050;15240;17550;22750;26140;30470;39020;3,7;4,5;0,300;74,4;64,3;4,1;6,0;25,6;11,5;6,8;2,0;3,1;1,7;-18,3;0
061550106;Brusquet-Retenaou-Devens;06155;Vallauris;13,8;16410;22430;31120;0,66;11830;15100;17720;19850;25490;28870;33890;43250;3,7;5,0;0,321;71,5;60,1;3,2;8,2;28,3;17,8;4,1;1,5;1,7;0,9;-21,7;0
061550107;Les Paluds-Lauvert;06155;Vallauris;13,3;16100;23070;30690;0,63;11910;14840;17400;20280;25710;28730;33580;41680;3,5;4,3;0,280;70,3;61,9;3,2;5,2;33,2;13,3;3,2;0,8;1,6;0,8;-20,0;0
061550108;Gabelle-Courcettes-Les Clos;06155;Vallauris;16,9;15380;21200;29200;0,65;10280;13900;16860;18860;23880;27030;31040;39310;3,8;4,7;0,293;63,3;55,1;4,0;4,2;36,7;14,2;4,5;1,1;2,2;1,2;-18,7;0
061550109;La Mer-Le Puadon-Cannes Eden;06155;Vallauris;16,2;15270;21080;30130;0,70;11300;14110;16680;19150;24040;27730;33970;45720;4,0;5,5;0,346;60,3;46,9;3,6;9,8;37,9;21,5;3,8;0,8;1,9;1,1;-23,5;0
061550110;La Maure-Super Cannes;06155;Vallauris;16,3;15290;20590;28030;0,62;10940;14160;16390;18570;22990;26270;30640;39480;3,6;5,3;0,336;71,3;61,3;3,6;6,4;25,8;21,1;4,9;1,8;2,0;1,1;-23,1;0
061570101;Saint-Martin;06157;Vence;28,9;12340;18040;24290;0,66;8220;11140;13210;15630;20480;22820;26620;33580;4,1;5,1;0,307;67,6;57,5;4,0;6,1;29,4;9,1;9,5;2,1;5,1;2,3;-15,6;0
061570102;Sainte-Anne;06157;Vence;20,5;13840;19350;26170;0,64;10180;12990;15080;17450;21550;24370;28100;35430;3,5;4,4;0,294;60,7;53,4;3,2;4,1;37,7;12,4;6,8;1,7;3,2;1,9;-17,6;0
061570103;Plan de Noves;06157;Vence;9,9;18430;25260;35600;0,68;13210;17130;19680;22550;28420;33230;38370;50220;3,8;4,8;0,306;68,5;56,9;2,6;9,0;35,9;16,9;2,4;1,0;0,9;0,5;-23,7;0
061570104;Notre Dame;06157;Vence;9,0;19830;27130;37960;0,67;13490;18180;21270;23970;31280;35670;40530;54110;4,0;5,0;0,314;67,7;55,0;2,4;10,3;36,0;18,7;2,3;1,0;0,9;0,4;-24,7;0
061570105;Sainte-Elisabeth;06157;Vence;10,4;18610;25280;35450;0,67;12840;16870;19720;22780;28240;32740;39080;49450;3,9;5,1;0,320;77,2;65,5;2,9;8,8;26,1;17,0;3,1;1,2;1,2;0,7;-23,4;0
061570106;Centre Ville;06157;Vence;15,9;15950;22910;30740;0,65;10860;14210;17740;20130;25950;28960;33020;41670;3,8;4,6;0,293;66,3;58,3;2,6;5,4;35,2;12,2;5,2;1,4;2,5;1,3;-18,9;0
061570107;Sainte-Colombe;06157;Vence;10,5;18520;24850;34080;0,63;12660;16850;19520;22110;27920;31590;36980;46370;3,7;4,6;0,298;77,0;67,6;3,5;5,9;28,7;12,5;3,4;1,5;1,2;0,7;-21,6;0
061610102;Esperes;06161;Villeneuve-Loubet;;19210;25970;34300;0,58;14030;18030;20530;23620;28620;31960;37040;43950;3,1;3,5;0,244;83,3;74,1;2,4;6,8;25,0;8,7;2,9;1,5;0,9;0,5;-19,9;0
061610103;Village;06161;Villeneuve-Loubet;;19100;24780;31930;0,52;13600;17280;20340;22940;26840;30210;33870;40890;3,0;3,6;0,248;76,8;68,7;2,8;5,3;28,2;9,1;3,9;1,6;1,5;0,8;-18,0;0
061610104;Les Bouches du Loup;06161;Villeneuve-Loubet;;17530;23780;31900;0,60;12270;16090;18980;21480;26410;29980;33830;41370;3,4;4,2;0,278;68,9;58,4;3,1;7,4;32,8;14,6;3,6;1,0;1,8;0,8;-19,9;0
061610105;Marina;06161;Villeneuve-Loubet;14,9;16280;22480;30170;0,62;11320;14670;17690;20040;25180;28330;33430;40570;3,6;4,8;0,303;69,2;61,0;3,6;4,6;32,4;15,1;4,2;1,2;2,0;1,0;-20,9;0
061610106;Vaugrenier;06161;Villeneuve-Loubet;9,4;19740;28760;41740;0,77;13250;17810;21760;24830;32650;37960;45680;61970;4,7;5,8;0,339;80,9;66,5;3,2;11,2;25,0;18,6;2,0;0,8;0,8;0,4;-26,5;0
061610107;Plan;06161;Villeneuve-Loubet;9,6;18100;24430;31970;0,57;13140;16880;19550;22080;27030;30030;34450;43630;3,3;4,3;0,288;79,4;68,6;3,4;7,4;24,2;14,4;3,0;1,3;1,2;0,5;-21,0;0
070100101;Centre Ville;07010;Annonay;30,5;11910;16410;21300;0,57;8990;11020;12950;14890;18330;20270;22650;26760;3,0;3,6;0,251;47,3;40,0;4,1;3,2;44,0;7,1;13,5;2,2;6,9;4,4;-11,9;0
070100102;Fontanes-Marenton;07010;Annonay;15,1;15850;20940;27320;0,55;11400;14420;17170;19200;23100;25550;28850;34890;3,1;3,8;0,262;72,6;64,3;3,7;4,6;27,5;9,7;7,2;2,3;3,1;1,8;-17,0;0
070100103;Charenton-Lombardière;07010;Annonay;9,4;17030;21710;27430;0,48;13200;15630;17850;19810;23370;25760;29370;37390;2,8;3,8;0,275;62,8;55,5;2,4;4,9;39,5;12,0;4,2;1,8;1,4;1,0;-18,5;0
070100201;Toissieu-Pupil-Bramefan;07010;Annonay;20,2;14070;19130;24810;0,56;10720;13000;15290;17260;21170;23530;26420;31890;3,0;3,8;0,270;67,2;60,2;3,9;3,1;28,3;11,8;8,5;3,4;3,1;2,0;-15,8;0
070100202;Bauregard;07010;Annonay;;11480;15800;21310;0,62;9110;10630;12370;13940;17640;20170;22670;26930;3,0;3,7;0,266;56,6;48,4;4,7;3,5;35,7;6,9;13,3;4,7;5,0;3,6;-12,5;0
070100203;Vercors-Les Perrieres;07010;Annonay;19,7;14280;18780;24040;0,52;10420;13040;15540;17340;20480;22690;25770;31150;3,0;3,4;0,237;56,7;50,0;3,7;3,0;41,8;7,7;8,1;2,1;3,7;2,3;-14,3;0
070100204;Rvi-Zodiaque;07010;Annonay;49,3;10370;13190;17180;0,52;8140;9980;10960;12130;14490;16250;18410;22670;2,8;3,2;0,232;48,9;40,1;6,0;2,8;32,4;4,5;23,5;8,9;8,6;6,0;-9,3;0
070190101;Centre Ville;07019;Aubenas;27,6;12560;17260;23250;0,62;9100;11330;13270;15220;19300;21500;25500;33890;3,7;5,4;0,334;54,7;44,1;4,8;5,8;35,5;13,9;12,1;1,6;6,5;4,0;-16,2;0
070190102;Baza-Bois Vignal;07019;Aubenas;20,8;13720;18320;24200;0,57;10550;12910;14590;16360;20290;22610;25880;32960;3,1;4,0;0,283;53,2;43,7;3,6;5,9;41,3;13,1;8,3;1,9;3,9;2,5;-15,9;0
070190103;Le Pont-Aubenas Est;07019;Aubenas;19,2;14150;19240;24640;0,55;10560;13110;15310;17420;21130;23180;26600;32190;3,0;3,8;0,262;63,4;54,7;3,7;5,0;32,8;10,1;8,7;2,6;3,8;2,3;-15,0;0
070190104;Les Oliviers;07019;Aubenas;37,3;11370;14970;21210;0,66;8910;10410;11930;13580;16650;19430;22810;27430;3,1;3,9;0,278;47,0;38,9;4,5;3,6;40,9;10,2;14,3;3,8;6,5;4,0;-12,4;0
070190105;Le Cheylard-Aubenas Ouest;07019;Aubenas;12,8;16420;21970;29440;0,59;12090;15460;17850;19880;24200;27520;31680;41550;3,4;4,5;0,300;66,1;49,3;3,3;13,5;35,9;15,2;3,8;1,7;1,3;0,8;-21,0;0
071020101;Centre Ville;07102;Guilherand-Granges;7,1;17650;22370;28530;0,49;14160;16770;18660;20570;24190;26720;30170;36040;2,5;3,0;0,219;63,3;57,2;2,5;3,6;40,2;9,9;3,7;1,3;1,4;1,0;-17,1;0
071020102;Dunant-Mialan;07102;Guilherand-Granges;;18220;22960;29220;0,48;14010;17000;19280;20960;24800;27140;31200;37150;2,7;4,7;0,340;52,7;47,4;2,2;3,1;36,4;29,2;3,4;1,2;1,3;0,9;-21,7;0
071020103;Savine;07102;Guilherand-Granges;;18860;23640;29590;0,45;15020;17900;19730;21740;25810;28070;31180;37570;2,5;3,1;0,227;60,3;53,0;2,1;5,2;44,8;11,0;2,6;1,2;0,8;0,6;-18,7;0
071020104;Bord du Rhône-Village;07102;Guilherand-Granges;;18170;23620;30460;0,52;13700;17000;19370;21660;25510;28490;33090;41360;3,0;3,5;0,250;76,0;68,7;2,9;4,4;28,5;10,8;3,9;1,4;1,4;1,1;-19,2;0
073240101;La Ville;07324;Tournon-sur-Rhône;;12930;17660;23390;0,59;9320;11790;13750;15630;19380;22050;25130;32420;3,5;4,5;0,291;77,4;64,5;5,8;7,1;19,5;7,2;11,1;2,3;5,2;3,6;-15,2;0
073240102;Quartiers Est-Rhone;07324;Tournon-sur-Rhône;13,9;15650;21130;27650;0,57;11930;14620;17020;19210;23360;26010;29960;38560;3,2;3,7;0,258;68,4;60,8;3,1;4,5;32,5;10,1;6,0;2,5;2,0;1,5;-17,0;0
073240103;Quartiers Sud;07324;Tournon-sur-Rhône;;18520;23580;30640;0,51;14530;17280;19740;21940;26240;28890;32140;40470;2,8;3,5;0,255;68,4;58,3;2,6;7,5;35,2;12,1;3,7;1,6;1,2;0,9;-19,4;0
073240104;Doux-Plateau;07324;Tournon-sur-Rhône;18,0;14840;20570;26630;0,57;10520;13420;16200;18190;22800;25190;28560;34080;3,2;3,9;0,268;68,2;59,7;3,5;5,0;29,4;11,1;7,5;2,9;2,9;1,7;-16,2;0
081050101;Villette Nord-Est;08105;Charleville-Mézières;19,2;14020;19120;25790;0,62;11170;13180;14970;17250;21550;24170;27940;35850;3,2;4,1;0,295;70,6;60,0;3,0;7,6;30,3;9,1;8,6;3,3;3,1;2,2;-18,6;0
081050102;Villette Centre;08105;Charleville-Mézières;41,7;10720;14210;19110;0,59;8500;9570;11540;12820;15720;17650;20210;24560;2,9;3,5;0,245;50,4;44,1;4,2;2,1;35,7;3,8;20,6;4,1;10,7;5,8;-10,5;0
081050201;Etion-Nord;08105;Charleville-Mézières;;15110;21460;28490;0,62;10270;13370;17050;19000;23840;26700;30400;36360;3,5;4,3;0,284;57,1;49,4;1,8;5,9;45,0;8,9;6,6;2,1;2,7;1,8;-17,6;0
081050202;Etion-Sud;08105;Charleville-Mézières;24,2;13300;19150;25290;0,63;9860;12240;14120;16690;21190;23870;26450;32660;3,3;3,7;0,259;65,2;60,9;2,5;1,8;32,6;6,9;10,2;3,3;4,5;2,4;-14,9;0
081050301;Moulinet-Nord;08105;Charleville-Mézières;19,8;14360;19670;26210;0,60;11040;13150;15440;17420;21680;24530;28520;34700;3,1;3,6;0,252;63,6;56,8;2,5;4,3;38,9;5,9;7,7;1,9;3,7;2,1;-16,1;0
081050302;Moulinet-Sud;08105;Charleville-Mézières;16,8;15680;22160;29440;0,62;11170;14280;17140;19520;24690;27570;31620;39010;3,5;4,3;0,283;63,1;56,5;2,7;3,9;39,6;9,4;6,4;1,2;3,3;1,9;-18,5;0
081050401;Gare Nord et Ouest;08105;Charleville-Mézières;24,3;13190;19150;26150;0,68;9670;12160;14240;16790;21580;24120;27850;35520;3,7;4,8;0,316;71,6;59,5;3,3;8,8;28,6;8,9;9,4;1,5;4,9;3,0;-18,5;0
081050402;Gare Sud et Est;08105;Charleville-Mézières;19,3;14530;21470;31530;0,79;10510;13360;16050;18740;24390;28960;35270;45250;4,3;6,0;0,364;72,7;56,6;2,3;13,8;29,4;12,2;7,4;1,3;3,9;2,2;-21,7;0
081050501;Les Faubourgs-Nord;08105;Charleville-Mézières;21,9;14020;19760;27050;0,66;9710;12620;14840;17290;22120;25190;28990;35080;3,6;4,9;0,311;69,6;59,3;2,9;7,4;29,8;8,9;10,2;1,9;5,3;3,0;-18,5;0
081050502;Les Faubourgs-Sud;08105;Charleville-Mézières;34,0;11700;15800;21480;0,62;9120;10700;12580;14030;17980;19980;23120;28170;3,1;3,9;0,272;58,9;53,0;2,9;3,0;34,4;6,0;14,4;3,4;6,7;4,3;-13,7;0
081050601;Manchester-Nord;08105;Charleville-Mézières;24,6;13170;18220;23900;0,59;9910;12330;14040;16370;20300;22600;25790;31290;3,2;3,7;0,262;65,0;57,0;3,1;4,9;32,7;5,1;11,4;3,0;5,3;3,1;-14,2;0
081050602;Manchester-Sud;08105;Charleville-Mézières;50,2;9790;12970;16730;0,54;7920;9230;10320;11600;14420;15880;17960;21370;2,7;2,9;0,221;39,8;;;;34,9;2,0;30,8;6,2;16,0;8,6;-7,5;0
081050701;Granges Moulues-Ouest;08105;Charleville-Mézières;23,0;13500;18820;25000;0,61;9980;12300;14380;16750;20790;23700;26840;31470;3,2;3,8;0,265;63,9;56,0;3,1;4,8;34,6;5,5;10,6;3,1;4,6;2,9;-14,6;0
081050702;Granges Moulues-Est;08105;Charleville-Mézières;37,1;11390;15000;20170;0,59;8820;10500;12100;13480;16990;19140;21790;25920;2,9;3,3;0,237;54,8;48,2;4,0;2,6;35,8;3,9;16,8;5,4;6,9;4,5;-11,3;0
081050801;Ronde Couture-Nord-Ouest;08105;Charleville-Mézières;47,1;10270;13530;16950;0,49;8420;9650;11400;12330;14690;16030;18220;21450;2,5;2,9;0,211;45,8;;;;31,0;2,4;28,7;6,0;14,8;7,9;-7,9;0
081050802;Ronde Couture-Centre;08105;Charleville-Mézières;59,3;9510;11920;15050;0,47;8030;9030;9950;10690;13110;14250;15820;18210;2,3;2,6;0,196;29,1;;;;33,9;1,6;40,6;11,2;19,0;10,4;-5,2;0
081050803;Ronde Couture-Sud-Est;08105;Charleville-Mézières;60,7;9170;11420;15390;0,54;7600;8720;9550;10450;12950;14420;16780;20190;2,7;3,0;0,226;40,8;;;;28,8;3,6;34,1;8,5;16,8;8,8;-7,3;0
081050901;Victor Hugo-Nord;08105;Charleville-Mézières;29,6;12430;16400;21840;0,57;9070;11150;13140;14850;18370;20620;22940;27570;3,0;3,6;0,248;63,2;56,2;3,9;3,1;30,6;4,3;14,5;3,1;7,3;4,1;-12,6;0
081050902;Victor Hugo-Sud;08105;Charleville-Mézières;37,4;11250;15350;20440;0,60;9060;10580;11680;13460;17600;19450;22260;26260;2,9;3,4;0,245;59,3;51,0;4,5;3,8;28,9;4,7;18,4;3,6;9,5;5,3;-11,3;1
081051001;Montcy-Theux-Sud;08105;Charleville-Mézières;12,8;16350;21320;27450;0,52;12420;15230;17420;19410;23590;26190;29550;36580;2,9;3,6;0,255;68,4;60,5;2,6;5,3;35,5;8,1;5,9;2,3;2,2;1,4;-17,9;0
081051002;Montcy-Theux-Nord;08105;Charleville-Mézières;10,3;17830;24230;30800;0,54;12890;16230;19450;21840;26440;29080;34220;41260;3,2;3,9;0,269;69,2;58,6;2,1;8,5;36,1;10,4;4,3;1,6;1,8;0,9;-20,0;0
084090102;Torcy Cité;08409;Sedan;;11490;15130;20070;0,57;8820;10760;12300;13530;16580;18520;20940;24480;2,8;3,1;0,226;60,9;54,2;4,8;1,9;25,2;3,7;20,6;6,1;9,4;5,1;-10,4;0
084090201;Torcy1;08409;Sedan;20,4;13970;18640;23480;0,51;10840;12990;14800;16530;20240;22230;24970;29140;2,7;3,1;0,224;56,5;51,8;2,7;2,0;41,1;6,6;8,8;2,7;3,9;2,2;-13,0;0
084090202;Torcy2;08409;Sedan;33,6;11490;16070;21040;0,59;8900;10830;12420;14550;17630;19820;23740;29030;3,3;3,9;0,274;56,4;47,4;3,9;5,1;32,4;6,9;17,2;2,9;9,2;5,1;-12,9;0
084090301;Centre 1;08409;Sedan;34,4;11600;15730;20860;0,59;8680;10720;12370;14060;17800;19810;22440;28530;3,3;3,8;0,268;57,9;49,9;4,5;3,5;31,3;5,7;17,0;2,8;9,1;5,1;-11,9;0
084090302;Centre 2a;08409;Sedan;42,0;10780;14330;19200;0,59;8410;9710;11470;12930;15680;18040;21120;26020;3,1;3,8;0,271;53,9;44,2;5,4;4,3;29,6;5,9;21,5;3,6;11,0;6,9;-10,9;0
084090303;Centre 2b;08409;Sedan;34,5;11590;15850;22030;0,66;8790;10620;12500;13980;18190;20360;23970;28800;3,3;3,8;0,272;52,7;43,6;4,0;5,1;35,7;7,6;17,0;3,2;8,5;5,3;-13,0;0
084090401;Résidence Ardennes;08409;Sedan;18,8;14440;20580;26940;0,61;10080;13370;15450;18260;22810;25060;29410;35610;3,5;4,0;0,266;62,8;53,9;2,9;6,0;36,8;9,0;7,5;2,1;3,5;1,9;-16,1;0
084090402;Fond de Givonne;08409;Sedan;15,4;15660;21420;28170;0,58;11340;14680;17330;19700;23650;26470;29900;36360;3,2;3,9;0,270;65,5;56,9;2,3;6,3;35,2;10,4;6,5;2,1;2,8;1,6;-17,6;0
084090501;ZUP 1;08409;Sedan;47,2;10740;13310;17420;0,50;8790;10030;11240;12190;14970;16620;18390;21460;2,4;2,6;0,197;42,6;;;;36,2;2,8;26,0;4,3;14,1;7,6;-7,6;0
092250101;Centre Ancien;09225;Pamiers;39,6;11070;14560;19480;0,58;9060;10250;11790;13050;16140;18320;20940;26180;2,9;3,7;0,263;53,7;46,1;5,0;2,6;28,9;7,2;21,3;3,0;11,6;6,7;-11,1;0
